count,diff_srv_rate,dst_bytes,dst_host_count,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,duration,hot,last_flag,logged_in,num_compromised,srv_count,srv_diff_host_rate
3,1.0,36,79,0.06,0.01,0.03,0,0,15,1,0,4,1.0
46,0.0,0,255,0.01,0.0,0.0,818,0,15,1,0,46,0.0
21,0.0,760,255,0.0,0.0,0.0,0,0,21,1,0,21,0.0
99,0.06,0,255,0.06,0.0,0.0,0,0,21,0,0,11,0.0
6,0.0,1512,255,0.0,0.0,0.0,0,0,21,1,0,6,0.0
1,0.0,188,255,0.02,0.0,0.0,0,0,9,0,0,1,0.0
1,0.0,0,90,0.04,0.12,0.11,0,0,20,0,0,1,0.0
6,0.0,313,255,0.0,0.0,0.0,0,0,21,1,0,7,0.29
3,0.0,49,255,0.01,0.01,0.0,0,0,15,0,0,3,0.0
21,0.0,1254,135,0.0,0.01,0.02,0,0,21,1,0,21,0.0
18,0.0,0,140,0.03,0.31,0.0,0,0,20,0,0,18,0.0
1,0.0,599,94,0.06,0.01,0.0,281,2,11,1,0,1,0.0
1,0.0,0,135,0.04,0.01,0.02,0,0,14,0,0,3,0.67
4,0.0,12341,255,0.0,0.0,0.0,0,0,21,1,0,5,0.4
1,0.0,0,3,0.0,1.0,0.27,0,0,15,0,0,65,1.0
206,0.06,0,255,0.06,0.0,0.0,0,0,21,0,0,9,0.0
1,0.0,331,166,0.1,0.01,0.0,1,0,21,1,0,2,1.0
1,0.0,0,255,0.55,0.0,0.0,0,0,15,0,0,1,0.0
2,0.0,53920,9,0.0,0.11,0.04,0,0,21,1,0,2,0.0
272,0.06,0,255,0.06,0.0,0.0,0,0,21,0,0,1,0.0
1,0.0,0,129,0.02,0.01,0.02,0,0,18,0,0,2,1.0
416,0.0,0,255,0.0,1.0,0.0,0,0,18,0,0,416,0.0
1,0.0,0,1,0.0,1.0,0.25,0,0,15,0,0,74,1.0
1,0.0,13140,17,0.0,0.06,0.01,0,0,20,1,0,5,0.4
1,0.0,1978,61,0.0,0.02,0.05,0,0,21,1,0,7,0.43
243,0.06,0,255,0.06,0.0,0.0,0,0,20,0,0,7,0.0
368,1.0,0,255,1.0,0.0,0.0,0,0,17,0,0,1,0.0
18,0.0,6184,255,0.0,0.0,0.0,0,0,21,1,0,58,0.09
5,0.0,172,175,0.0,0.01,0.01,0,0,21,1,0,5,0.0
3,1.0,36,255,0.02,0.0,0.0,0,0,14,1,0,2,1.0
428,0.0,0,255,0.0,1.0,0.0,0,0,18,0,0,428,0.0
1,0.0,0,255,0.01,0.0,0.0,0,0,18,0,0,1,0.0
218,0.06,0,255,0.06,0.0,0.0,0,0,21,0,0,6,0.0
5,0.0,0,255,0.0,0.0,0.0,0,0,16,0,0,5,0.0
6,0.0,650,255,0.0,0.0,0.0,0,0,21,1,0,6,0.0
1,0.0,237,182,0.03,0.01,0.0,0,0,0,1,0,1,0.0
13,0.0,3820,13,0.0,0.08,0.03,0,0,21,1,0,13,0.0
57,0.0,0,255,0.0,0.0,0.0,0,0,16,0,0,57,0.0
235,1.0,1,255,0.94,0.99,0.0,0,0,17,0,0,1,0.0
15,0.0,2741,99,0.0,0.01,0.02,0,0,21,1,0,16,0.12
19,0.0,556,19,0.0,0.05,0.13,0,0,21,1,0,47,0.06
1,0.0,93,255,0.01,0.0,0.0,4,0,18,1,0,1,0.0
6,0.0,631,40,0.0,0.03,0.04,0,0,21,1,0,9,0.22
104,0.07,0,255,0.06,0.0,0.0,0,0,21,0,0,7,0.0
274,0.06,0,255,0.07,0.0,0.0,0,0,21,0,0,16,0.0
1,0.0,0,235,0.01,0.0,0.02,0,0,18,0,0,9,0.56
3,0.67,146,255,0.01,0.0,0.0,0,0,1,0,0,1,0.0
248,0.06,0,255,0.07,0.0,0.0,0,0,21,0,0,10,0.0
488,1.0,0,255,1.0,0.0,0.0,0,0,19,0,0,1,0.0
273,0.06,0,255,0.07,0.0,0.0,0,0,20,0,0,11,0.0
44,0.0,313,255,0.0,0.0,0.0,0,0,21,1,0,44,0.0
255,0.06,0,255,0.06,0.0,0.0,0,0,21,0,0,6,0.0
3,0.0,147,255,0.0,0.0,0.0,0,0,19,0,0,3,0.0
10,0.0,5507,255,0.0,0.0,0.0,0,0,21,1,0,10,0.0
2,0.0,1528,189,0.0,0.01,0.02,0,0,21,1,0,2,0.0
158,0.09,0,255,0.09,0.0,0.0,0,0,18,0,0,2,0.0
1,0.0,93,187,0.02,0.01,0.0,3,0,11,1,0,1,0.0
260,0.07,0,255,0.07,0.0,0.0,0,0,20,0,0,17,0.0
13,0.0,0,255,0.0,1.0,0.0,0,0,20,0,0,13,0.0
188,0.09,0,255,0.1,0.0,0.0,0,0,21,0,0,2,0.0
26,0.0,9881,255,0.0,0.0,0.0,0,0,21,1,0,27,0.07
171,0.0,81,255,0.0,0.01,0.0,0,0,18,0,0,171,0.0
10,0.0,7017,20,0.0,0.05,0.07,0,0,21,1,0,11,0.18
7,0.0,4192,238,0.0,0.0,0.02,0,0,21,1,0,7,0.0
6,0.0,993,28,0.0,0.04,0.04,0,0,21,1,0,7,0.29
2,0.0,56552,255,0.0,0.0,0.0,0,0,21,1,0,2,0.0
1,0.0,93,176,0.02,0.01,0.01,5,0,10,1,0,1,0.0
39,0.0,1,255,0.01,0.0,0.0,792,0,14,1,0,39,0.0
125,0.06,0,174,0.06,0.01,0.0,0,0,18,0,0,8,0.0
3,0.0,293,255,0.15,0.0,0.0,1,0,11,1,0,3,0.0
2,0.0,0,2,0.0,1.0,0.25,280,0,19,0,0,2,0.0
216,0.08,0,255,0.08,0.0,0.0,0,0,21,0,0,7,0.0
1,0.0,15,201,0.02,0.0,0.02,0,0,14,0,0,6,0.67
1,0.0,0,1,0.0,1.0,0.25,0,0,15,0,0,13,1.0
3,1.0,36,255,0.02,0.0,0.0,0,0,15,1,0,2,1.0
271,0.07,0,255,0.06,0.0,0.0,0,0,21,0,0,8,0.0
232,0.0,0,255,0.0,1.0,0.0,0,0,20,0,0,232,0.0
263,0.06,0,255,0.06,0.0,0.0,0,0,21,0,0,7,0.0
1,0.0,157,209,0.03,0.0,0.0,0,0,7,0,0,1,0.0
11,0.0,3044,89,0.0,0.01,0.01,0,0,21,1,0,11,0.0
2,0.0,146,214,0.01,0.0,0.0,0,0,20,0,0,2,0.0
1,0.0,44,255,0.03,0.0,0.0,1,0,13,0,0,4,1.0
108,0.06,0,255,0.06,0.0,0.0,0,0,21,0,0,14,0.0
8,0.0,1211,123,0.0,0.01,0.05,0,0,21,1,0,8,0.0
3,1.0,0,255,0.01,0.0,0.0,0,0,16,0,0,1,0.0
1,0.0,601,31,0.0,0.03,0.02,0,0,21,1,0,1,0.0
78,0.0,0,255,0.0,0.0,0.0,0,0,17,0,0,78,0.0
46,0.0,0,255,0.0,0.0,0.0,905,0,15,1,0,46,0.0
4,0.0,1943,78,0.0,0.01,0.02,0,0,21,1,0,4,0.0
2,0.0,0,6,0.0,1.0,0.18,280,0,15,0,0,2,0.0
1,0.0,335,130,0.04,0.01,0.01,1,0,21,1,0,1,0.0
5,0.0,8314,255,0.0,0.0,0.0,0,2,16,1,1,5,0.0
2,1.0,0,65,0.08,0.02,0.03,0,0,14,0,0,14,1.0
266,0.06,0,255,0.06,0.0,0.0,0,0,20,0,0,9,0.0
142,0.06,0,255,0.06,0.0,0.0,0,0,20,0,0,13,0.0
1,0.0,0,2,0.0,1.0,0.0,0,0,16,0,0,4,1.0
3,0.0,147,255,0.01,0.0,0.0,0,0,20,0,0,3,0.0
3,1.0,0,255,0.03,0.0,0.0,0,0,14,0,0,30,1.0
2,0.0,5022,147,0.0,0.01,0.02,0,0,21,1,0,2,0.0
6,0.0,15916,13,0.0,0.08,0.03,0,0,21,1,0,9,0.33
1,0.0,114,230,0.01,0.0,0.0,0,0,21,0,0,2,1.0
4,0.5,293,255,0.13,0.0,0.0,1,0,12,1,0,3,0.0
221,0.05,0,255,0.06,0.0,0.0,0,0,21,0,0,14,0.0
8,0.0,253,255,0.0,0.0,0.0,0,0,21,1,0,33,0.12
17,0.0,1590,132,0.0,0.01,0.05,0,0,21,1,0,29,0.07
166,0.09,0,255,0.09,0.0,0.0,0,0,18,0,0,2,0.0
8,0.0,1579,102,0.0,0.01,0.02,0,0,21,1,0,14,0.14
103,0.06,0,255,0.06,0.0,0.0,0,0,21,0,0,4,0.0
7,0.0,365,28,0.0,0.04,0.04,0,0,21,1,0,7,0.0
33,0.0,347,255,0.0,0.0,0.0,0,0,21,1,0,34,0.06
3,0.0,7300,255,0.01,0.0,0.0,0,1,12,1,0,3,0.0
223,1.0,0,255,0.82,0.0,0.0,0,0,20,0,0,1,0.0
10,0.0,285,255,0.0,0.0,0.0,0,0,21,1,0,11,0.18
135,0.06,0,255,0.05,0.0,0.0,0,0,21,0,0,8,0.0
490,1.0,0,255,1.0,0.0,0.0,0,0,19,0,0,1,0.0
51,0.0,44,255,0.0,0.2,0.0,0,0,13,0,0,51,0.0
1,0.0,12,15,0.33,0.07,0.02,0,0,7,0,0,4,0.75
2,1.0,93,255,0.02,0.0,0.0,4,0,17,1,0,1,0.0
251,0.06,0,255,0.06,0.0,0.0,0,0,21,0,0,20,0.0
15,0.0,3163,252,0.0,0.0,0.01,0,0,21,1,0,18,0.22
11,0.0,1230,14,0.0,0.07,0.03,0,0,21,1,0,15,0.13
26,0.15,0,255,0.02,0.01,0.0,0,0,20,0,0,6,0.0
2,1.0,44,255,0.03,0.0,0.0,4,0,15,0,0,13,0.92
295,0.06,0,255,0.07,0.0,0.0,0,0,21,0,0,20,0.0
1,0.0,821,57,0.0,0.02,0.04,0,0,21,1,0,3,0.67
2,0.0,93,255,0.02,0.0,0.0,4,0,17,1,0,2,0.0
2,0.0,0,86,0.07,0.12,0.04,280,1,3,0,0,2,0.0
6,0.0,5381,255,0.0,0.0,0.0,0,0,21,1,0,6,0.0
3,0.0,0,255,0.01,0.04,0.0,0,0,20,0,0,3,0.0
47,1.0,1,255,0.69,0.97,0.0,0,0,18,0,0,1,0.0
21,0.0,8541,53,0.0,0.02,0.01,0,0,21,1,0,21,0.0
141,0.11,0,255,0.1,0.0,0.0,0,0,21,0,0,1,0.0
257,0.06,0,255,0.06,0.0,0.0,0,0,18,0,0,7,0.0
12,0.0,42,255,0.01,0.01,0.0,0,0,21,0,0,23,0.13
4,0.0,0,255,0.01,0.0,0.0,0,0,15,0,0,4,0.0
1,0.0,0,69,0.04,0.01,0.04,0,0,18,0,0,2,1.0
96,0.0,0,255,0.0,1.0,0.0,0,0,18,0,0,96,0.0
1,0.0,4152,72,0.04,0.01,0.0,32,30,20,1,0,1,0.0
22,0.68,1,255,0.69,0.98,0.0,0,0,17,0,0,1,0.0
1,0.0,524,40,0.0,0.03,0.02,0,0,21,1,0,7,0.29
4,0.75,882,255,0.03,0.0,0.0,2,0,11,0,0,9,0.56
229,0.06,0,255,0.06,0.0,0.0,0,0,21,0,0,5,0.0
19,0.0,0,44,0.09,0.43,0.0,0,0,11,0,0,19,0.0
1,0.0,340,23,0.13,0.04,0.02,0,0,21,1,0,1,0.0
2,0.0,310,255,0.0,0.0,0.0,0,0,21,1,0,9,0.22
14,0.0,6318,165,0.0,0.01,0.03,0,0,21,1,0,14,0.0
106,0.07,0,255,0.06,0.0,0.0,0,0,21,0,0,2,0.0
28,0.0,0,255,0.0,0.0,0.0,903,0,15,1,0,28,0.0
5,0.8,556,255,0.17,0.0,0.0,0,0,6,0,0,1,0.0
29,0.0,0,255,0.0,0.0,0.0,0,0,16,0,0,29,0.0
142,0.06,0,255,0.06,0.0,0.0,0,0,21,0,0,8,0.0
144,0.06,0,255,0.06,0.0,0.0,0,0,21,0,0,8,0.0
5,0.0,0,255,0.01,0.0,0.0,0,0,15,0,0,5,0.0
1,0.0,399,255,0.03,0.01,0.0,1,0,21,1,0,5,1.0
1,0.0,174,255,0.02,0.0,0.0,0,0,14,0,0,1,0.0
140,0.06,0,255,0.05,0.0,0.0,0,0,21,0,0,13,0.0
19,0.0,3616,134,0.0,0.01,0.03,0,0,21,1,0,20,0.1
4,0.0,4548,255,0.0,0.0,0.0,0,0,21,1,0,4,0.0
5,0.0,2507,255,0.02,0.0,0.0,0,0,21,1,0,5,0.0
1,0.0,0,20,0.15,0.3,0.0,0,0,21,0,0,1,0.0
1,0.0,93,231,0.01,0.0,0.0,4,0,11,1,0,1,0.0
72,0.0,0,255,0.0,1.0,0.0,0,0,19,0,0,72,0.0
1,0.0,599,255,0.03,0.0,0.0,281,2,14,1,0,1,0.0
37,0.0,0,255,0.01,0.0,0.0,805,0,15,1,0,37,0.0
5,0.0,288,29,0.0,0.03,0.03,0,0,21,1,0,7,0.43
1,0.0,174,255,0.01,0.0,0.0,0,0,14,0,0,1,0.0
2,1.0,0,255,0.03,0.0,0.0,0,0,9,0,0,17,1.0
1,0.0,938,1,0.0,1.0,0.01,0,0,21,1,0,14,0.21
3,0.0,16414,255,0.0,0.0,0.0,0,0,21,1,0,3,0.0
108,0.06,0,255,0.06,0.0,0.0,0,0,21,0,0,1,0.0
6,0.0,2337,48,0.0,0.02,0.01,0,0,21,1,0,6,0.0
161,0.1,0,255,0.1,0.0,0.0,0,0,21,0,0,8,0.0
22,0.0,282,255,0.0,0.0,0.0,0,0,21,1,0,37,0.05
23,0.0,10226,190,0.0,0.01,0.01,0,0,21,1,0,26,0.12
28,0.14,0,255,0.11,0.0,0.0,0,0,16,0,0,13,0.0
25,0.0,43,255,0.0,0.09,0.0,0,0,13,0,0,25,0.0
12,0.0,11118,255,0.0,0.0,0.0,0,0,21,1,0,12,0.0
1,0.0,2425,11,0.27,0.09,0.0,10,0,2,1,0,1,0.0
1,0.0,0,255,0.03,0.0,0.0,0,0,13,0,0,3,1.0
3,0.0,8314,255,0.0,0.0,0.0,0,2,11,1,1,20,0.1
2,0.0,146,243,0.01,0.0,0.0,0,0,18,0,0,2,0.0
2,1.0,0,31,0.16,0.03,0.03,5,0,6,0,0,1,0.0
227,0.06,0,255,0.06,0.0,0.0,0,0,20,0,0,20,0.0
1,0.0,0,5,0.0,1.0,0.2,0,0,15,0,0,1,0.0
511,0.0,0,255,0.01,0.13,0.0,0,0,18,0,0,511,0.0
1,0.0,333,128,0.03,0.01,0.0,0,0,21,1,0,1,0.0
1,0.0,925244,191,0.02,0.01,0.0,20,0,21,1,0,1,0.0
260,0.0,0,255,0.0,1.0,0.0,0,0,20,0,0,260,0.0
511,0.0,51,255,0.0,1.0,0.0,0,0,17,0,0,511,0.0
1,0.0,174,255,0.02,0.0,0.0,0,0,11,0,0,1,0.0
6,0.0,42,255,0.01,0.01,0.0,0,0,21,0,0,9,0.33
472,1.0,0,255,1.0,0.0,0.0,0,0,18,0,0,1,0.0
3,0.0,8314,255,0.0,0.0,0.0,0,2,16,1,1,3,0.0
9,0.0,1545,255,0.0,0.0,0.0,0,0,21,1,0,18,0.22
1,0.0,15,255,0.04,0.0,0.0,8176,0,7,0,0,3,0.67
18,0.0,10167,135,0.0,0.01,0.02,0,0,21,1,0,18,0.0
11,0.0,482,33,0.0,0.03,0.04,0,0,21,1,0,11,0.0
222,0.07,0,108,0.11,0.01,0.0,0,0,18,0,0,2,0.0
224,0.07,0,255,0.07,0.0,0.0,0,0,21,0,0,12,0.0
1,0.0,599,255,0.83,0.0,0.0,282,2,12,1,0,1,0.0
1,0.0,174,255,0.02,0.0,0.0,0,0,15,0,0,1,0.0
213,0.06,0,255,0.07,0.0,0.0,0,0,21,0,0,9,0.0
1,0.0,260,3,0.0,0.33,0.07,0,0,18,1,0,19,0.11
149,0.06,0,255,0.05,0.0,0.0,0,0,21,0,0,20,0.0
1,0.0,0,255,0.11,0.09,0.0,0,0,19,0,0,1,0.0
3,0.0,7926,3,0.0,0.33,0.06,0,0,21,1,0,3,0.0
21,0.0,0,255,0.02,0.45,0.0,0,0,20,0,0,21,0.0
15,0.0,5730,100,0.0,0.01,0.03,0,0,21,1,0,15,0.0
9,0.0,498,25,0.0,0.04,0.02,0,0,21,1,0,9,0.0
191,0.09,0,255,0.09,0.0,0.0,0,0,21,0,0,13,0.0
176,0.0,79,255,0.0,0.01,0.0,0,0,18,0,0,176,0.0
1,0.0,40,255,0.03,0.0,0.0,3,0,10,0,0,12,0.58
1,0.0,334,183,0.02,0.01,0.0,1,0,21,1,0,4,1.0
182,0.07,0,255,0.07,0.0,0.0,0,0,21,0,0,6,0.0
1,0.0,0,48,1.0,1.0,0.0,0,0,19,0,0,1,0.0
3,0.0,730,206,0.0,0.0,0.01,0,0,21,1,0,7,0.29
1,0.0,599,255,0.8,0.0,0.0,282,2,12,1,0,1,0.0
510,0.0,0,214,0.01,0.92,0.0,0,0,17,0,0,510,0.0
23,0.0,875,255,0.0,0.0,0.0,0,0,21,1,0,23,0.0
4,0.0,8314,255,0.01,0.0,0.0,0,2,16,1,1,4,0.0
11,0.0,1212,26,0.0,0.04,0.02,0,0,21,1,0,11,0.0
40,0.0,1338,40,0.0,0.03,0.02,0,0,21,1,0,47,0.04
2,0.0,83,118,0.12,0.01,0.0,0,0,21,1,0,4,0.75
70,0.0,0,255,0.0,0.0,0.0,0,0,16,0,0,70,0.0
264,0.06,0,255,0.07,0.0,0.0,0,0,21,0,0,3,0.0
11,0.0,43,255,0.0,0.04,0.0,0,0,11,0,0,11,0.0
75,0.0,0,255,0.0,0.0,0.0,0,0,17,0,0,75,0.0
1,0.0,9364,255,0.0,0.0,0.0,0,0,21,1,0,1,0.0
7,0.0,921,255,0.0,0.0,0.0,0,0,21,1,0,7,0.0
256,0.06,0,255,0.06,0.0,0.0,0,0,21,0,0,4,0.0
1,0.0,0,146,0.05,0.29,0.0,0,0,20,0,0,1,0.0
33,0.0,1088,255,0.0,0.0,0.0,0,0,21,1,0,33,0.0
10,0.0,893,51,0.0,0.02,0.09,0,0,21,1,0,22,0.14
15,0.0,398,70,0.0,0.01,0.01,0,0,21,1,0,15,0.0
1,0.0,0,1,0.0,1.0,0.52,0,0,17,0,0,20,1.0
24,0.0,495,255,0.0,0.0,0.0,0,0,21,1,0,25,0.08
18,0.0,11079,255,0.0,0.0,0.0,0,0,21,1,0,27,0.11
13,0.0,877,24,0.0,0.04,0.1,0,0,21,1,0,13,0.0
2,0.0,2250,255,0.0,0.0,0.0,0,0,21,1,0,2,0.0
1,0.0,338,255,0.03,0.0,0.0,1,0,18,1,0,2,1.0
210,0.08,0,255,0.07,0.0,0.0,0,0,21,0,0,2,0.0
13,0.0,5559,106,0.0,0.01,0.04,0,0,21,1,0,13,0.0
256,0.07,0,255,0.07,0.0,0.0,0,0,21,0,0,12,0.0
4,0.0,8314,255,0.01,0.0,0.0,0,2,13,1,1,4,0.0
15,0.0,1181,255,0.0,0.0,0.0,0,0,21,1,0,16,0.12
135,0.0,129,255,0.0,0.0,0.0,0,0,18,0,0,214,0.01
208,0.07,0,255,0.07,0.0,0.0,0,0,21,0,0,10,0.0
9,0.0,2229,63,0.0,0.02,0.05,0,0,21,1,0,10,0.2
1,0.0,0,200,0.68,0.67,0.0,0,0,14,0,0,1,0.0
1,0.0,3540,22,0.0,0.05,0.05,0,0,21,1,0,2,1.0
3,1.0,44,255,0.03,0.0,0.0,0,0,13,0,0,5,1.0
4,0.0,1193,103,0.0,0.01,0.02,0,0,21,1,0,4,0.0
237,0.07,0,255,0.07,0.0,0.0,0,0,21,0,0,2,0.0
1,0.0,0,143,0.02,0.01,0.02,0,0,18,0,0,1,0.0
24,1.0,0,59,0.24,0.02,0.0,0,0,14,0,0,1,0.0
156,0.0,43,255,0.0,0.01,0.0,0,0,18,0,0,236,0.01
14,0.0,1410,133,0.0,0.01,0.02,0,0,21,1,0,23,0.22
3,0.0,3222,255,0.02,0.0,0.0,0,0,21,1,0,3,0.0
251,1.0,1,255,1.0,1.0,0.0,0,0,17,0,0,1,0.0
2,0.0,0,4,0.5,0.5,0.0,0,0,1,0,0,2,0.0
1,0.0,364,186,0.1,0.01,0.0,1,0,21,1,0,3,1.0
373,0.0,51,255,0.0,1.0,0.0,0,0,17,0,0,373,0.0
16,0.0,8412,255,0.0,0.0,0.0,0,0,21,1,0,16,0.0
1,0.0,5028,255,0.0,0.0,0.0,0,0,21,1,0,1,0.0
25,0.0,868,255,0.0,0.0,0.0,0,0,21,1,0,47,0.15
1,0.0,0,12,0.42,0.08,0.02,0,0,14,0,0,6,0.83
8,0.0,2507,255,0.02,0.0,0.0,0,0,18,1,0,8,0.0
1,0.0,0,3,0.0,1.0,0.25,0,0,15,0,0,65,1.0
3,0.0,5480,71,0.0,0.01,0.04,0,0,21,1,0,7,0.43
15,0.0,1496,15,0.0,0.07,0.05,0,0,21,1,0,15,0.0
235,0.07,0,255,0.08,0.0,0.0,0,0,21,0,0,10,0.0
249,0.06,0,255,0.05,0.0,0.0,0,0,21,0,0,11,0.0
3,0.0,291,23,0.0,0.04,0.06,0,0,21,1,0,17,0.35
1,0.0,2023,2,0.0,0.5,0.03,0,0,21,1,0,20,0.15
3,0.0,293,255,0.13,0.0,0.0,1,0,11,1,0,3,0.0
1,0.0,328,182,0.1,0.01,0.02,1,0,21,1,0,3,1.0
158,0.0,44,255,0.01,0.01,0.0,0,0,18,0,0,236,0.01
25,0.0,0,255,0.0,0.0,0.0,903,0,15,1,0,25,0.0
1,0.0,554,255,0.93,0.0,0.0,0,2,12,1,0,1,0.0
1,0.0,15,255,0.02,0.0,0.0,8204,0,18,0,0,1,0.0
152,0.09,0,255,0.09,0.0,0.0,0,0,21,0,0,16,0.0
1,0.0,93,255,0.01,0.0,0.0,4,0,16,1,0,2,1.0
110,0.07,0,255,0.06,0.0,0.0,0,0,19,0,0,1,0.0
1,0.0,117,255,0.01,0.0,0.0,0,0,21,0,0,2,1.0
138,0.01,127,255,0.01,0.0,0.0,0,0,18,0,0,137,0.0
15,0.0,617,76,0.0,0.01,0.04,0,0,21,1,0,15,0.0
1,0.0,8899,213,0.0,0.0,0.02,0,0,21,1,0,1,0.0
4,0.0,1289,4,0.0,0.25,0.01,0,0,21,1,0,4,0.0
275,0.06,0,255,0.06,0.0,0.0,0,0,21,0,0,12,0.0
4,0.75,12,73,0.07,0.01,0.02,0,0,11,0,0,14,0.79
224,0.07,0,255,0.07,0.0,0.0,0,0,21,0,0,14,0.0
3,0.0,4380,255,0.01,0.0,0.0,0,1,11,1,0,3,0.0
6,0.0,4327,255,0.0,0.0,0.0,0,0,21,1,0,9,0.22
509,0.0,0,114,0.0,1.0,0.02,0,0,18,0,0,509,0.0
1,0.0,0,255,0.01,0.01,0.0,0,0,12,0,0,1,0.0
270,0.06,0,255,0.06,0.0,0.0,0,0,19,0,0,12,0.0
2,0.0,3760,2,0.0,0.5,0.02,0,0,21,1,0,2,0.0
1,0.0,0,171,0.03,0.01,0.04,5,0,6,0,0,1,0.0
1,0.0,329,190,0.03,0.01,0.01,0,0,21,1,0,1,0.0
2,0.0,1575,3,0.0,0.33,0.04,0,0,21,1,0,3,0.67
21,0.0,261,255,0.0,0.0,0.0,0,0,21,1,0,22,0.09
30,0.0,1879,38,0.0,0.03,0.02,0,0,21,1,0,30,0.0
1,0.0,44,255,0.58,0.0,0.0,0,0,19,0,0,1,0.0
255,0.07,0,255,0.07,0.0,0.0,0,0,20,0,0,3,0.0
12,0.0,1790,255,0.0,0.0,0.0,0,0,21,1,0,21,0.19
1,0.0,12,255,0.02,0.0,0.0,0,0,14,0,0,1,0.0
190,0.07,0,255,0.07,0.0,0.0,0,0,21,0,0,14,0.0
1,0.0,314,255,0.0,0.0,0.0,0,0,21,1,0,1,0.0
1,0.0,6083,1,0.0,1.0,0.03,0,0,21,1,0,1,0.0
6,0.0,1316,34,0.0,0.03,0.01,0,0,21,1,0,6,0.0
263,0.06,0,255,0.06,0.0,0.0,0,0,21,0,0,19,0.0
49,0.0,0,255,0.0,0.0,0.0,905,0,16,1,0,49,0.0
1,0.0,174,255,0.01,0.0,0.0,0,0,16,0,0,1,0.0
1,0.0,44,255,0.02,0.0,0.0,0,0,18,0,0,1,0.0
208,0.07,0,255,0.08,0.0,0.0,0,0,20,0,0,1,0.0
256,0.06,0,255,0.07,0.0,0.0,0,0,21,0,0,13,0.0
1,0.0,0,255,0.94,0.0,0.0,0,0,14,0,0,29,0.14
1,0.0,147,255,0.01,0.01,0.0,0,0,0,0,0,1,0.0
4,0.0,124,89,0.0,0.01,0.05,0,0,21,1,0,6,0.33
3,1.0,36,33,0.15,0.03,0.06,0,0,15,1,0,4,1.0
117,0.08,0,255,0.06,0.0,0.0,0,0,21,0,0,6,0.0
1,0.0,0,255,0.09,0.02,0.0,0,0,16,0,0,1,0.0
218,0.0,79,255,0.0,0.01,0.0,0,0,18,0,0,218,0.0
1,0.0,93,255,0.02,0.0,0.0,6,0,15,1,0,1,0.0
1,0.0,0,30,0.1,0.03,0.04,0,0,18,0,0,2,1.0
1,0.0,0,4,0.5,0.75,0.29,0,0,6,0,0,1,0.0
2,0.0,6055,16,0.0,0.06,0.03,0,0,21,1,0,2,0.0
26,0.0,1311,199,0.0,0.01,0.03,0,0,21,1,0,37,0.05
3,0.0,0,255,0.01,0.01,0.0,0,0,14,0,0,3,0.0
26,0.0,12585,56,0.0,0.02,0.02,0,0,21,1,0,28,0.11
236,0.06,0,255,0.07,0.0,0.0,0,0,21,0,0,11,0.0
6,0.0,1528,6,0.0,0.17,0.02,0,0,21,1,0,6,0.0
15,0.0,1964,198,0.0,0.01,0.02,0,0,21,1,0,15,0.0
2,0.0,1346,104,0.0,0.01,0.02,0,0,21,1,0,2,0.0
135,0.07,0,255,0.06,0.0,0.0,0,0,20,0,0,6,0.0
10,0.0,1360,29,0.0,0.03,0.03,0,0,21,1,0,10,0.0
511,1.0,0,255,1.0,0.0,0.0,0,0,20,0,0,1,0.0
1,0.0,93,117,0.03,0.01,0.02,4,0,7,1,0,1,0.0
231,0.07,0,255,0.08,0.0,0.0,0,0,21,0,0,9,0.0
1,0.0,0,170,1.0,1.0,0.0,0,0,18,0,0,1,0.0
218,0.06,0,255,0.05,0.0,0.0,0,0,21,0,0,19,0.0
1,0.0,93,255,0.04,0.0,0.0,4,0,18,1,0,1,0.0
1,0.0,0,1,0.0,1.0,1.0,0,0,18,0,0,1,0.0
5,0.0,8314,255,0.0,0.0,0.0,0,2,16,1,1,5,0.0
1,0.0,1390,183,0.0,0.01,0.0,0,0,21,1,0,22,0.18
6,0.0,1665,6,0.0,0.17,0.01,0,0,21,1,0,10,0.2
279,0.0,46,206,0.01,0.53,0.0,0,0,18,0,0,279,0.0
143,0.06,0,255,0.05,0.0,0.0,0,0,20,0,0,10,0.0
1,0.0,597,255,0.02,0.0,0.0,282,2,13,1,0,1,0.0
296,0.05,0,255,0.06,0.0,0.0,0,0,21,0,0,18,0.0
1,0.0,15,152,0.03,0.01,0.02,1,0,13,0,0,3,0.67
12,0.0,299,255,0.0,0.0,0.0,0,0,21,1,0,12,0.0
10,0.0,1362,229,0.0,0.0,0.01,0,0,21,1,0,29,0.1
1,0.0,44,255,0.03,0.0,0.0,7485,0,18,0,0,1,0.0
19,0.0,2193,43,0.0,0.02,0.04,0,0,21,1,0,30,0.1
1,0.0,44,255,0.03,0.0,0.0,0,0,19,0,0,1,0.0
284,0.06,0,255,0.06,0.0,0.0,0,0,20,0,0,19,0.0
4,0.0,18979,4,0.0,0.25,0.04,0,0,21,1,0,4,0.0
119,0.08,0,255,0.06,0.0,0.0,0,0,21,0,0,11,0.0
14,0.0,712,14,0.0,0.07,0.02,0,0,21,1,0,14,0.0
104,0.07,0,255,0.06,0.0,0.0,0,0,18,0,0,15,0.0
333,0.0,76,255,0.01,0.0,0.0,0,0,18,0,0,333,0.0
1,0.0,0,221,0.03,0.0,0.22,0,0,13,0,0,8,1.0
